NAME,geometry,Cumulative_2020-2023_NDM,2020-2023_NDM_as_%_of_2020_Population,2020-2023_NDM_as_%_of_2020_Population_Percentile
"McKean County, PA","POLYGON ((-78.956138 41.623334, -78.948612 41.830481, -78.915642 41.840896, -78.9188959171755 41.9981254535194, -78.2063810815651 41.9996247528091, -78.20364 41.617599, -78.420846 41.617284, -78.420498 41.601874, -78.482909 41.60233, -78.483815 41.631481, -78.956138 41.623334))",-143.0,-0.3536977491961415,33.02
"Bartholomew County, IN","POLYGON ((-86.085601 39.344189, -85.684515 39.350049, -85.686783 39.130859, -85.799834 39.128897, -85.798804 39.068536, -85.841128 39.063208, -85.860573 39.04091, -86.079844 39.035903, -86.085601 39.344189))",-295.0,-0.35883275960637867,32.98
"Cowley County, KS","POLYGON ((-97.153331 37.475544, -96.52569 37.476405, -96.5255776738603 36.9987120358304, -97.147721 36.999111, -97.153331 37.475544))",-124.0,-0.35885859813625054,32.95
"Putnam County, NY","POLYGON ((-73.981384 41.324693, -73.947355 41.395254, -73.981486 41.438905, -73.933775 41.488279, -73.530067 41.527194, -73.5447070189854 41.3665399980477, -73.981384 41.324693))",-351.0,-0.3593439669116894,32.92
"Dubois County, IN","POLYGON ((-87.073141 38.203821, -87.072369 38.5147, -87.061208 38.500703, -86.995547 38.513567, -86.947663 38.490453, -86.933048 38.505367, -86.878902 38.49492, -86.837462 38.526468, -86.682359 38.526378, -86.678992 38.248062, -86.792152 38.2491, -86.791497 38.20513, -87.073141 38.203821))",-158.0,-0.3621278448809333,32.89
"Jefferson County, WI","POLYGON ((-89.013578 42.849285, -89.008832 43.197724, -88.535843 43.196048, -88.541535 42.842996, -89.013578 42.849285))",-313.0,-0.36327340676175995,32.86
"Butler County, OH","POLYGON ((-84.819352 39.309454, -84.8150361906572 39.5676953269799, -84.478927 39.56879, -84.479213 39.591024, -84.365242 39.589855, -84.364305 39.54381, -84.331682 39.549213, -84.353209 39.292287, -84.819352 39.309454))",-1422.0,-0.364286592613846,32.82
"San Juan County, NM","POLYGON ((-109.045972227078 36.0027013051401, -109.045223 36.999084, -107.420913 37.000005, -107.430623 36.970109, -107.457159 36.954964, -107.445692 36.915369, -107.456967 36.898075, -107.522919 36.875468, -107.529846 36.854354, -107.561675 36.855753, -107.599874 36.832525, -107.591754 36.81331, -107.603445 36.799002, -107.618181 36.804267, -107.626511 36.000288, -109.045972227078 36.0027013051401))",-445.0,-0.3657554287968701,32.79
"Colquitt County, GA","POLYGON ((-84.013858 31.103568, -84.002977 31.11189, -83.99943 31.334966, -83.759086 31.332225, -83.758934 31.318954, -83.714134 31.318365, -83.713867 31.331652, -83.512607 31.327405, -83.509961 31.205972, -83.555915 31.14451, -83.576651 31.084614, -83.573959 31.033875, -83.78083 31.038502, -83.796067 31.026003, -83.795731 31.038733, -84.003876 31.041582, -84.003201 31.102349, -84.013858 31.103568))",-168.0,-0.36607687614399026,32.76
"Monmouth County, NJ","POLYGON ((-74.614576 40.182383, -74.570429 40.185722, -74.543268 40.216692, -74.481476 40.24289, -74.487407 40.253129, -74.393384 40.279637, -74.247894 40.406605, -74.247482 40.431531, -74.2224775241454 40.4518756721361, -74.20239 40.439371, -74.180673 40.457977, -74.158204 40.446616, -74.13532 40.455446, -74.006383 40.411108, -73.991682 40.442908, -74.019451 40.474682, -74.002506 40.476314, -73.986059 40.454427, -73.977442 40.299373, -74.0337343000302 40.101980248251, -74.072373 40.089381, -74.107667 40.13701, -74.150315 40.098877, -74.231947 40.109846, -74.261455 40.167033, -74.40671 40.172402, -74.553105 40.07913, -74.614576 40.182383))",-2374.0,-0.3688557702466704,32.73
"Emmet County, IA","POLYGON ((-94.914699 43.500224, -94.44285213672 43.5003764490148, -94.443137 43.255014, -94.913723 43.255054, -94.914699 43.500224))",-35.0,-0.37261790695198554,32.7
"Morrill County, NE","POLYGON ((-103.369005 41.437766, -103.363337 42.00293, -102.677582 42.005282, -102.676986 41.786964, -102.664311 41.74319, -102.635803 41.742834, -102.636525 41.438809, -103.369005 41.437766))",-17.0,-0.3726435773783428,32.67
"Haakon County, SD","POLYGON ((-102.007336 43.99453, -101.994783 44.519992, -101.887834 44.538581, -101.811198 44.522373, -101.796944 44.543165, -101.782423 44.536057, -101.745348 44.554697, -101.746984 44.567788, -101.712393 44.5802, -101.682039 44.571057, -101.66115 44.587985, -101.531035 44.567875, -101.494007 44.583965, -101.496216 44.600331, -101.455797 44.610228, -101.466785 44.619275, -101.454861 44.638029, -101.364756 44.656422, -101.373975 44.670972, -101.358859 44.672924, -101.359893 44.689019, -101.235139 44.690574, -101.136838 44.747126, -101.137163 44.689962, -101.154516 44.689947, -101.166753 44.168085, -101.046916 44.168484, -101.046786 43.99497, -102.007336 43.99453))",-7.0,-0.37393162393162394,32.63
"Benton County, MS","POLYGON ((-89.352705 34.844432, -89.3526801644102 34.9941227781396, -89.0171270872889 34.9949454068841, -89.017551 34.858723, -89.035009 34.858762, -89.03534 34.81526, -89.088065 34.815307, -89.088488 34.598247, -89.245611 34.597601, -89.245645 34.583234, -89.298334 34.582926, -89.299227 34.844415, -89.352705 34.844432))",-29.0,-0.3792832853779754,32.6
"Vance County, NC","POLYGON ((-78.511224 36.454808, -78.497783 36.514477, -78.4569670005471 36.54247404051, -78.3239883198677 36.5438082240453, -78.277165 36.306132, -78.338135 36.234448, -78.37814 36.235065, -78.421404 36.164488, -78.508331 36.182956, -78.511224 36.454808))",-162.0,-0.3805586224717517,32.57
"Umatilla County, OR","POLYGON ((-119.43464 45.602985, -119.432149953782 45.918250445405, -119.25715 45.939926, -119.12612 45.932859, -119.027056 45.969134, -118.987129 45.999855, -117.977663335055 46.0007234754428, -117.972948 45.816896, -118.045003 45.817073, -118.045102 45.773538, -118.066506 45.77346, -118.066383 45.688395, -118.117194 45.688607, -118.116461 45.470732, -118.197955 45.4704, -118.197876 45.427204, -118.366326 45.428951, -118.404849 45.44255, -118.404806 45.429013, -118.428539 45.429076, -118.428329 45.35519, -118.697766 45.345647, -118.696986 45.257715, -118.656102 45.257729, -118.655992 45.196928, -118.546632 45.196898, -118.547652 45.080753, -118.518687 45.08069, -118.518689 44.995877, -119.162966 44.996241, -119.163037 45.082943, -119.146424 45.08294, -119.145144 45.515909, -119.248214 45.516076, -119.248547 45.601935, -119.43464 45.602985))",-305.0,-0.38085486307955496,32.54
"Raleigh County, WV","POLYGON ((-81.571484 37.927808, -81.507633 37.988207, -81.459132 37.989407, -81.438531 37.968008, -81.347 37.976672, -81.296295 37.943728, -81.295182 37.889368, -81.073249 37.875865, -81.072668 37.860767, -81.100227 37.854732, -81.052319 37.858351, -81.054784 37.833912, -80.968337 37.832061, -80.935559 37.815908, -80.894634 37.774583, -80.923617 37.743581, -80.896906 37.727709, -80.877729 37.685603, -80.894693 37.672472, -80.909036 37.700602, -80.976744 37.714874, -80.974632 37.695791, -81.068166 37.64092, -81.064268 37.611057, -81.09372 37.588731, -81.135418 37.597916, -81.198869 37.575533, -81.218809 37.508787, -81.311255 37.552378, -81.313123 37.586414, -81.458027 37.784211, -81.514228 37.791211, -81.516729 37.81841, -81.551831 37.824509, -81.567632 37.867508, -81.553832 37.894309, -81.571484 37.927808))",-285.0,-0.3821246128474317,32.51
"Washington County, IL","POLYGON ((-89.704245 38.415779, -89.664018 38.445368, -89.627677 38.450743, -89.6127 38.47349, -89.577666 38.483461, -89.48188 38.46859, -89.427754 38.499179, -89.410077 38.487356, -89.36737 38.497923, -89.353223 38.518653, -89.143866 38.503089, -89.147597 38.212895, -89.703256 38.219404, -89.704245 38.415779))",-53.0,-0.38523041139700537,32.47
"Washington County, OH","POLYGON ((-81.85293 39.325373, -81.844863 39.450216, -81.825757 39.449172, -81.823158 39.494072, -81.708527 39.480775, -81.705075 39.53099, -81.722217 39.53155, -81.723511 39.547608, -81.710809 39.585801, -81.473471 39.583318, -81.47316 39.645976, -81.413665 39.630502, -81.394934 39.601547, -81.356445 39.593512, -81.28353 39.591838, -81.283075 39.605796, -81.264261 39.605344, -81.265347 39.57681, -81.036791 39.572118, -81.038706017301 39.5400475328739, -81.132534 39.446275, -81.185946 39.430731, -81.217315 39.38759, -81.270716 39.385914, -81.375961 39.341697, -81.412706 39.394618, -81.456143 39.409274, -81.557547 39.338774, -81.570247 39.267675, -81.678331 39.273755, -81.69638 39.257035, -81.700908 39.220844, -81.7255834730739 39.2158352234561, -81.72181 39.269568, -81.818361 39.272581, -81.816614 39.302058, -81.85293 39.325373))",-233.0,-0.389847240115783,32.44
"Boone County, NE","POLYGON ((-98.291344 41.480727, -98.295602 41.914954, -97.833288 41.916286, -97.829846 41.526174, -97.885492 41.525868, -97.886415 41.511392, -98.041328 41.510534, -98.04146 41.495988, -98.099797 41.495389, -98.099523 41.480777, -98.291344 41.480727))",-21.0,-0.39069767441860465,32.41
"Saginaw County, MI","POLYGON ((-84.367891 43.128452, -84.369777 43.481573, -84.170576 43.481969, -84.168127 43.568899, -84.05 43.567324, -84.050987 43.524064, -83.817228 43.522345, -83.817678 43.479052, -83.698816 43.478957, -83.695621 43.221422, -83.932071 43.220377, -83.929079 43.132782, -84.367891 43.128452))",-747.0,-0.3928911423296815,32.38
"Kosciusko County, IN","POLYGON ((-86.077551 41.172868, -86.054047 41.173147, -86.05923 41.435812, -85.653507 41.436856, -85.652715 41.178489, -85.686574 41.178376, -85.684181 41.046716, -86.018664 41.041878, -86.018414 41.086118, -86.075939 41.084878, -86.077551 41.172868))",-319.0,-0.3975920132613763,32.35
"Erie County, OH","MULTIPOLYGON (((-82.734466 41.60351, -82.718025 41.619418, -82.696967 41.610782, -82.673579 41.62322, -82.688695 41.586538, -82.734466 41.60351)), ((-82.901871 41.430509, -82.837751 41.449847, -82.830015 41.472846, -82.811714 41.475339, -82.766317 41.445771, -82.731142 41.461203, -82.734314 41.450519, -82.701605 41.462994, -82.673781 41.45347, -82.686934 41.491398, -82.620346 41.432928, -82.625488 41.423068, -82.512208 41.383024, -82.460599 41.386316, -82.3480701864688 41.4283140090786, -82.342337 41.284244, -82.841475 41.290023, -82.847706 41.430495, -82.901871 41.430509)))",-302.0,-0.39937052857086186,32.32
"Jewell County, KS","POLYGON ((-98.505199 39.568354, -98.5044549849831 40.0023285653691, -97.931825546011 40.0020500230574, -97.931844 39.566921, -98.505199 39.568354))",-12.0,-0.40969614202799587,32.28
"Twiggs County, GA","POLYGON ((-83.61128 32.696222, -83.597164 32.712035, -83.60236 32.741267, -83.578715 32.738118, -83.492938 32.805149, -83.48943 32.82406, -83.513511 32.844868, -83.40699 32.89822, -83.226536 32.584201, -83.497923 32.452198, -83.488421 32.485138, -83.539907 32.52451, -83.548147 32.571922, -83.534247 32.585284, -83.549291 32.641976, -83.56285 32.659668, -83.597656 32.664338, -83.61128 32.696222))",-33.0,-0.4112662013958126,32.25
"Bamberg County, SC","POLYGON ((-81.227778 33.162622, -81.213182 33.397866, -81.222673 33.44, -81.189531 33.411683, -80.948708 33.309259, -80.846151 33.238328, -80.8375 33.203712, -80.797912 33.176944, -80.895426 33.125348, -80.876668 33.093367, -80.896074 33.06141, -80.937157 33.102584, -81.082291 33.02663, -81.227778 33.162622))",-55.0,-0.4131300232855104,32.22
"Clark County, IL","POLYGON ((-88.013944 39.48079, -87.5316578789999 39.4771090156042, -87.531646 39.348062, -87.584852 39.337329, -87.621176 39.304162, -87.598416 39.300086, -87.609915 39.281415, -87.593486 39.247452, -87.571333 39.251381, -87.577029 39.211123, -87.640434 39.166727, -87.6293662476107 39.1575316188601, -87.746174 39.17922, -88.007766 39.173925, -88.013944 39.48079))",-64.0,-0.41389122421263663,32.19
"Niagara County, NY","POLYGON ((-79.075367 43.081355, -79.057961 43.106957, -79.069091 43.119956, -79.042366 43.143655, -79.05606 43.254156, -79.070469 43.262454, -78.634346 43.357624, -78.4655020828508 43.3712326509368, -78.469736 43.082797, -78.560265 43.097279, -78.59404 43.0695, -78.640732 43.097275, -78.646561 43.080791, -78.727242 43.086201, -78.83126 43.050246, -78.825366 43.033656, -78.841745 43.018863, -78.890159 43.021956, -78.89626 43.044156, -78.945262 43.066956, -79.075367 43.081355))",-884.0,-0.41567528424853994,32.16
"Columbia County, NY","POLYGON ((-73.929114 42.081658, -73.892319 42.167534, -73.855255 42.191415, -73.847813 42.230347, -73.784116 42.280465, -73.794327 42.375084, -73.774451 42.435269, -73.783721 42.464231, -73.352527 42.510002, -73.508142 42.086257, -73.496879 42.049675, -73.521416 42.049966, -73.527072 41.97798, -73.71093 42.005488, -73.929114 42.081658))",-260.0,-0.4223521767381416,32.12
"Bureau County, IL","POLYGON ((-89.862351 41.584005, -89.166561 41.585289, -89.163705 41.310187, -89.268851 41.32182, -89.33802 41.299704, -89.356729 41.233039, -89.466389 41.233872, -89.466101 41.148524, -89.638536 41.148545, -89.638708 41.233862, -89.857616 41.234479, -89.862351 41.584005))",-141.0,-0.42414944499593904,32.09
"Lehigh County, PA","POLYGON ((-75.889207 40.678343, -75.694749 40.770075, -75.609068 40.787523, -75.592558 40.736127, -75.558165 40.720886, -75.530149 40.736343, -75.481469 40.655744, -75.430404 40.674152, -75.378125 40.615358, -75.404412 40.581154, -75.333514 40.537057, -75.484057 40.418451, -75.889207 40.678343))",-1589.0,-0.424218639456872,32.06
"Decatur County, GA","POLYGON ((-84.871199 30.733816, -84.849921 30.77219, -84.78772 30.800389, -84.76892 30.837089, -84.752947 31.041212, -84.731619 31.050087, -84.730855 31.06919, -84.376612 31.078883, -84.3807057284411 30.6899688310078, -84.8634604731142 30.7115058092673, -84.871199 30.733816))",-126.0,-0.42903840915281943,32.03
"Tuolumne County, CA","POLYGON ((-120.653237 37.83282, -120.542351 37.920446, -120.513439 37.956444, -120.543274 37.97572, -120.528116 37.982239, -120.534985 37.990939, -120.463749 38.01039, -120.410008 38.102399, -120.176177 38.374014, -120.019951 38.433521, -119.884749 38.356185, -119.801648 38.401395, -119.704042 38.415324, -119.700029 38.365215, -119.639205 38.32688, -119.651375 38.286638, -119.604895 38.239198, -119.624422 38.228673, -119.632671 38.198858, -119.586561 38.184839, -119.576496 38.157661, -119.545551 38.143072, -119.50649 38.137113, -119.497132 38.156885, -119.459805 38.096277, -119.440468 38.095678, -119.430546 38.116269, -119.345922 38.083113, -119.30459 38.023891, -119.32259 37.971023, -119.313089 37.953024, -119.263986 37.926525, -119.263885 37.912225, -119.210783 37.899426, -119.200083 37.884527, -119.216882 37.849628, -119.196182 37.844028, -119.216881 37.818728, -119.20438 37.793229, -119.268979 37.73923, -119.375511 37.840873, -119.402689 37.835225, -119.407291 37.854924, -119.451494 37.871023, -119.474295 37.855623, -119.535699 37.904122, -119.5816 37.893722, -119.597874 37.860971, -119.648603 37.845023, -119.667203 37.801224, -119.808509 37.754925, -119.837909 37.770226, -119.852011 37.757726, -119.868212 37.773225, -119.901213 37.757826, -119.938414 37.763026, -120.079508 37.828808, -120.126828 37.781781, -120.174094 37.799382, -120.188981 37.767934, -120.237935 37.765244, -120.26072 37.733562, -120.282342 37.745314, -120.286184 37.729776, -120.34521 37.725664, -120.309838 37.655977, -120.325943 37.648966, -120.352925 37.67481, -120.391931 37.683559, -120.375144 37.652208, -120.387613 37.633704, -120.653237 37.83282))",-240.0,-0.43146843089313963,32.0
"Paulding County, OH","POLYGON ((-84.8033131127221 40.9893939621464, -84.8034921474224 41.2525618431087, -84.457217 41.253485, -84.457059 41.209434, -84.341607 41.20906, -84.341911 40.990692, -84.8033131127221 40.9893939621464))",-82.0,-0.436031053918962,31.97
"Montgomery County, MS","POLYGON ((-89.78689 33.676727, -89.506872 33.677605, -89.506496 33.459806, -89.381092 33.460307, -89.422202 33.429501, -89.45405 33.4332, -89.453808 33.285942, -89.64528 33.285515, -89.646314 33.402544, -89.785227 33.416275, -89.78689 33.676727))",-43.0,-0.43792646909053873,31.93
"Brewster County, TX","POLYGON ((-103.80068 30.412527, -103.439976 30.665939, -102.320703761477 29.8788549124151, -102.323463 29.863917, -102.341033 29.869305, -102.364542 29.845387, -102.388323 29.761266, -102.487252 29.786585, -102.517531 29.783955, -102.513381 29.76576, -102.548261 29.744596, -102.567663 29.771463, -102.574139 29.754773, -102.630151 29.734315, -102.677371 29.741349, -102.693466 29.676507, -102.736948 29.641538, -102.741927 29.595983, -102.768341 29.594734, -102.771429 29.548546, -102.808692 29.522319, -102.800673 29.486235, -102.823105 29.463299, -102.833261 29.410976, -102.812666 29.400173, -102.844365 29.375379, -102.839375 29.358922, -102.884364 29.347729, -102.906296 29.260011, -102.866846 29.225015, -102.893924 29.208664, -102.912324 29.219418, -102.917805 29.190697, -102.943765 29.191165, -102.950592 29.173731, -102.996319 29.178265, -103.03603 29.098736, -103.0761 29.091323, -103.0859 29.053736, -103.100134 29.060675, -103.115328 28.98527, -103.163865 28.972099, -103.227801 28.991532, -103.249589 28.980515, -103.266333 28.995981, -103.283457 28.976945, -103.287852 29.002242, -103.315938 29.01039, -103.308277 29.025001, -103.338298 29.019766, -103.330871 29.042959, -103.343678 29.046369, -103.36032 29.0185, -103.386505 29.021648, -103.388434 29.033862, -103.432231 29.043682, -103.44993 29.072714, -103.470107 29.066194, -103.470213 29.085526, -103.552572 29.157335, -103.6499 29.15641, -103.660203 29.170934, -103.71918 29.181395, -103.758549 29.232939, -103.770958 29.219531, -103.782054 29.227983, -103.775072 29.247954, -103.792716 29.264772, -103.80068 30.412527))",-42.0,-0.4400209533787323,31.9
"Shawnee County, KS","POLYGON ((-96.038996 39.129759, -96.035573 39.21652, -95.589472 39.216081, -95.596759 39.064672, -95.500254 39.056656, -95.500724 38.869815, -95.946587 38.869973, -95.946754 39.098685, -96.009184 39.116151, -95.993049 39.133387, -96.016997 39.12033, -96.038996 39.129759))",-797.0,-0.4454828486308529,31.87
"Atchison County, MO","POLYGON ((-95.773549 40.578205, -95.2022644684083 40.5785277644034, -95.202017 40.479135, -95.177708 40.478903, -95.180614 40.261706, -95.554817342733 40.2644598412112, -95.562157 40.297359, -95.610439 40.31397, -95.654294 40.307906, -95.623728 40.346567, -95.659134 40.40869, -95.65819 40.44188, -95.694651 40.471452, -95.699969 40.505275, -95.661687 40.517309, -95.65341 40.541893, -95.678718 40.56256, -95.708591 40.521551, -95.75711 40.52599, -95.773549 40.578205))",-24.0,-0.4524886877828055,31.84
"Richland County, ND","POLYGON ((-97.280566 46.282393, -97.279948 46.629348, -96.778416 46.627047, -96.787022 46.619205, -96.775532 46.621201, -96.741887 46.56423, -96.75437 46.556712, -96.738052 46.53458, -96.738092 46.477812, -96.714218 46.470991, -96.721897 46.440077, -96.704603 46.438178, -96.704679 46.4182, -96.685134 46.413928, -96.645372 46.350847, -96.599761 46.330386, -96.600415 46.261852, -96.583857 46.250152, -96.598645 46.241626, -96.583842 46.208375, -96.592682 46.175211, -96.579926 46.177229, -96.554507 46.083978, -96.57794 46.026874, -96.562525 45.937087, -97.2282906022523 45.9351410532602, -97.228545 45.992323, -97.259553 45.996775, -97.259414 46.282353, -97.280566 46.282393))",-75.0,-0.45363817818907637,31.81
"Bossier Parish, LA","POLYGON ((-93.845224 32.950428, -93.800924 32.96562, -93.823332 32.968085, -93.8145980510626 33.0193719645896, -93.514792 33.01213, -93.530714 32.967623, -93.497609 32.922479, -93.469572 32.917717, -93.480742 32.890906, -93.447916 32.866684, -93.467489 32.848402, -93.454012 32.821609, -93.474218 32.787627, -93.469744 32.761228, -93.444867 32.761395, -93.44115 32.410468, -93.372722 32.41019, -93.428296 32.388364, -93.3998 32.362788, -93.426626 32.30946, -93.405388 32.278231, -93.420484 32.238363, -93.471793 32.237552, -93.462103 32.250444, -93.483375 32.256875, -93.477598 32.242937, -93.49022 32.243585, -93.492204 32.265582, -93.510831 32.274741, -93.501519 32.285693, -93.524698 32.273317, -93.514407 32.297087, -93.536702 32.290148, -93.55326 32.293702, -93.527253 32.310326, -93.562992 32.320353, -93.544105 32.326355, -93.556583 32.345595, -93.578786 32.327505, -93.584885 32.347931, -93.620962 32.350923, -93.603312 32.37811, -93.626496 32.362842, -93.627088 32.399642, -93.649274 32.377738, -93.635741 32.39593, -93.648101 32.402687, -93.667969 32.404074, -93.663343 32.387819, -93.685569 32.395498, -93.685155 32.408983, -93.659921 32.415706, -93.691593 32.423472, -93.661396 32.427624, -93.693065 32.448047, -93.682301 32.464549, -93.69619 32.490476, -93.717478 32.488327, -93.705599 32.498825, -93.767721 32.539534, -93.728646 32.534789, -93.766419 32.553334, -93.735762 32.5837, -93.770643 32.593397, -93.739894 32.598523, -93.759971 32.606107, -93.751324 32.630237, -93.787873 32.64322, -93.764434 32.641145, -93.776932 32.658097, -93.755541 32.672043, -93.786504 32.667362, -93.787129 32.724641, -93.826268 32.716593, -93.785395 32.768364, -93.791011 32.798085, -93.824275 32.7905, -93.794335 32.812503, -93.785181 32.857353, -93.814747 32.851593, -93.800071 32.86826, -93.821504 32.899707, -93.801967 32.931806, -93.845224 32.950428))",-585.0,-0.45443246434452966,31.77
"Blair County, PA","POLYGON ((-78.620288 40.327161, -78.602236 40.353629, -78.561466 40.36967, -78.539819 40.506293, -78.479051 40.547307, -78.441208 40.597239, -78.44199 40.641477, -78.408629 40.644349, -78.348668 40.723443, -78.360619 40.733181, -78.116521 40.739127, -78.22197 40.674539, -78.166408 40.618143, -78.197083 40.558444, -78.185595 40.543703, -78.166677 40.531528, -78.136162 40.569171, -78.128638 40.567953, -78.1539 40.492165, -78.133911 40.498321, -78.129498 40.485721, -78.288764 40.242107, -78.434288 40.302301, -78.447895 40.244395, -78.5057 40.287308, -78.620288 40.327161))",-559.0,-0.4551116611168554,31.74
"Pottawattamie County, IA","POLYGON ((-96.019817 41.48803, -95.9961745006599 41.5069592269492, -95.154722 41.505211, -95.155851 41.159236, -95.880521 41.159874, -95.841288 41.174998, -95.92319 41.190998, -95.910891 41.233998, -95.929591 41.292297, -95.90589 41.300897, -95.90249 41.273398, -95.872889 41.289497, -95.874689 41.307097, -95.956691 41.345496, -95.92879 41.370096, -95.93749 41.393095, -95.920281 41.451566, -96.019817 41.48803))",-431.0,-0.4601456238122691,31.71
"Scioto County, OH","POLYGON ((-83.270817 39.015791, -83.215252 38.991922, -83.212107 38.960148, -82.753391 38.945373, -82.76069 38.854875, -82.650039 38.849073, -82.662886 38.747977, -82.695387 38.749977, -82.706383 38.677485, -82.763895 38.679974, -82.766188 38.644678, -82.740383 38.597167, -82.8159813238463 38.5707183365762, -82.844306 38.590862, -82.877592 38.690177, -82.871292 38.739376, -82.894193 38.756576, -82.979395 38.725976, -83.030702 38.72572, -83.053104 38.695831, -83.112372 38.671685, -83.153783 38.618827, -83.268245 38.618529, -83.270817 39.015791))",-343.0,-0.4634571471037306,31.68
"Pulaski County, AR","POLYGON ((-92.755399 34.853745, -92.753891 34.911579, -92.649646 34.910173, -92.648491 34.939039, -92.544559 34.936371, -92.544203 34.952897, -92.485422 34.953041, -92.451089 34.90522, -92.462895 34.858861, -92.436413 34.842962, -92.449612 34.903305, -92.417615 34.913671, -92.419073 34.93155, -92.229886 34.927517, -92.22717 35.014595, -92.070806 35.011561, -92.078795 34.721772, -92.097087 34.721979, -92.109066 34.622947, -92.029656 34.621659, -92.030254 34.489539, -92.245841 34.493584, -92.244212 34.58089, -92.348692 34.582289, -92.346461 34.625635, -92.445217 34.627043, -92.443286 34.672041, -92.552015 34.689333, -92.549656 34.761691, -92.654324 34.764541, -92.651248 34.851682, -92.755399 34.853745))",-1874.0,-0.4695270905104917,31.65
"Auglaize County, OH","POLYGON ((-84.45618 40.684862, -84.222799 40.685957, -84.222749 40.656948, -84.107908 40.657938, -84.107787 40.643069, -83.880194 40.64469, -83.880039 40.538694, -83.993867 40.535174, -83.993781 40.483004, -84.339137 40.481076, -84.338768 40.378742, -84.434018 40.378246, -84.434387 40.354534, -84.455418 40.358589, -84.45618 40.684862))",-219.0,-0.47170827320309305,31.62
"Gosper County, NE","POLYGON ((-100.095095 40.438656, -99.981193 40.438291, -99.981743 40.700003, -99.699269 40.699969, -99.643462 40.684911, -99.642209 40.3512, -100.094798 40.351245, -100.095095 40.438656))",-9.0,-0.47493403693931396,31.58
"Shelby County, IL","POLYGON ((-89.139412 39.217242, -89.139807 39.348888, -89.025382 39.34592, -89.02568 39.654183, -88.810575 39.653222, -88.809051 39.580241, -88.717457 39.579335, -88.716875 39.521209, -88.641468 39.520958, -88.603185 39.477031, -88.584543 39.476988, -88.584273 39.447582, -88.470505 39.447041, -88.470906 39.215029, -89.139412 39.217242))",-100.0,-0.47641734159123394,31.55
"Monona County, IA","POLYGON ((-96.35987 42.210545, -95.670822 42.211408, -95.672771 41.863147, -96.1390095052264 41.8663010080218, -96.161988 41.905553, -96.136743 41.920826, -96.144583 41.941544, -96.129505 41.971673, -96.186265 41.977417, -96.194556 42.008662, -96.240713 41.999351, -96.221901 42.029558, -96.275548 42.051976, -96.2689 42.11359, -96.342395 42.160491, -96.35987 42.210545))",-42.0,-0.47983548497657946,31.52
"Seneca County, OH","POLYGON ((-83.420319 40.991889, -83.419843 41.254003, -82.840087 41.255337, -82.829512 40.996624, -83.420319 40.991889))",-266.0,-0.4829689883070666,31.49
"Choctaw County, MS","POLYGON ((-89.45405 33.4332, -89.418851 33.430861, -89.406344 33.451463, -89.340542 33.469414, -89.31982 33.496482, -89.261481 33.518628, -89.088446 33.533202, -89.088255 33.286003, -89.108886 33.285937, -89.1089 33.198059, -89.213422 33.197543, -89.213921 33.109402, -89.317855 33.108871, -89.316408 33.285556, -89.453808 33.285942, -89.45405 33.4332))",-40.0,-0.4849072614862408,31.46
"Fayette County, IA","POLYGON ((-92.081661 42.642056, -92.081146 43.082794, -91.605307 43.081653, -91.607059 42.643973, -92.081661 42.642056))",-95.0,-0.48692977960020506,31.42
"Bibb County, GA","POLYGON ((-83.891922 32.848351, -83.725855 32.944905, -83.734112 32.952393, -83.710685 32.952792, -83.696017 32.91687, -83.658601 32.887836, -83.598187 32.887836, -83.579323 32.865781, -83.56507 32.877164, -83.48943 32.82406, -83.492938 32.805149, -83.578715 32.738118, -83.60236 32.741267, -83.604728 32.660643, -83.739447 32.694628, -83.808267 32.728682, -83.89205 32.819558, -83.891922 32.848351))",-768.0,-0.48809319529447653,31.39
"Roseau County, MN","POLYGON ((-96.405411 48.999984, -95.3198870860607 48.998769458193, -95.325514 48.969857, -95.30475 48.946028, -95.322894 48.940199, -95.318741 48.9283, -95.254859 48.884474, -95.148381 48.892264, -95.091464 48.920618, -95.089863 48.713062, -95.34273 48.713028, -95.34254 48.540211, -96.387835 48.544308, -96.387472 48.7171, -96.404924 48.71707, -96.405411 48.999984))",-75.0,-0.4892367906066536,31.36
"Bond County, IL","POLYGON ((-89.639265 38.999129, -89.586092 38.999456, -89.586344 39.028329, -89.250309 39.028185, -89.254185 38.741907, -89.597321 38.743236, -89.599593 38.87453, -89.636874 38.874278, -89.639265 38.999129))",-82.0,-0.49028400597907323,31.33
"Hardin County, OH","POLYGON ((-83.880001 40.531893, -83.880063 40.819919, -83.496296 40.81794, -83.495704 40.701489, -83.440169 40.702201, -83.440278 40.687611, -83.419836 40.686823, -83.415624 40.515366, -83.520227 40.504077, -83.880001 40.531893))",-151.0,-0.4920169436298469,31.3
"Comanche County, OK","POLYGON ((-98.826144 34.50737, -98.826041 34.855122, -98.089558 34.854929, -98.089097 34.681163, -98.141799 34.681158, -98.142148 34.506994, -98.24412 34.507121, -98.244031 34.463723, -98.295887 34.463535, -98.295928 34.449043, -98.504958 34.449414, -98.504988 34.420452, -98.661956 34.405948, -98.661982 34.50746, -98.826144 34.50737))",-597.0,-0.49286704973251433,31.27
